embedding_model,classifier,repeat,seed,category,precision,recall,f1,nb_test,nb_0,nb_1
distilbert,LogisticRegression,2,43,OpenData,0.39194669756662803,0.981145757795504,0.5601324777478783,82786,81407,1379
distilbert,LogisticRegression,2,43,TPC-DI,0.2903918411164788,0.9541446208112875,0.44526748971193414,15466,14899,567
distilbert,LogisticRegression,2,43,Wikidata,0.1111111111111111,0.875,0.19718309859154928,542,534,8
distilbert,KNN,2,43,ChEMBL,0.9808153477218226,0.6430817610062893,0.7768281101614435,16648,16012,636
distilbert,KNN,2,43,Magellan,1.0,1.0,1.0,76,61,15
distilbert,KNN,2,43,OpenData,0.9883236030025021,0.8593183466279913,0.9193173002327386,82786,81407,1379
distilbert,KNN,2,43,TPC-DI,0.8900523560209425,0.599647266313933,0.7165437302423604,15466,14899,567
distilbert,KNN,2,43,Wikidata,0.375,0.375,0.375,542,534,8
distilbert,MLP,2,43,ChEMBL,0.9040852575488455,0.800314465408805,0.8490408673894912,16648,16012,636
distilbert,MLP,2,43,Magellan,1.0,0.9333333333333333,0.9655172413793104,76,61,15
distilbert,MLP,2,43,OpenData,0.945985401459854,0.939811457577955,0.9428883230265551,82786,81407,1379
distilbert,MLP,2,43,TPC-DI,0.8571428571428571,0.8359788359788359,0.8464285714285714,15466,14899,567
distilbert,MLP,2,43,Wikidata,0.3888888888888889,0.875,0.5384615384615384,542,534,8
distilbert,CatBoost,2,43,ChEMBL,0.8772919605077574,0.9779874213836478,0.924907063197026,16648,16012,636
distilbert,CatBoost,2,43,Magellan,1.0,1.0,1.0,76,61,15
distilbert,CatBoost,2,43,OpenData,0.9127248500999334,0.9934735315445975,0.9513888888888888,82786,81407,1379
distilbert,CatBoost,2,43,TPC-DI,0.875,0.9876543209876543,0.927920463960232,15466,14899,567
distilbert,CatBoost,2,43,Wikidata,0.4117647058823529,0.875,0.56,542,534,8
distilbert,XGBoost,2,43,ChEMBL,0.95141065830721,0.9544025157232704,0.9529042386185244,16648,16012,636
distilbert,XGBoost,2,43,Magellan,1.0,1.0,1.0,76,61,15
distilbert,XGBoost,2,43,OpenData,0.9734957020057307,0.9854967367657723,0.9794594594594594,82786,81407,1379
distilbert,XGBoost,2,43,TPC-DI,0.946917808219178,0.9753086419753086,0.9609035621198957,15466,14899,567
distilbert,XGBoost,2,43,Wikidata,0.5384615384615384,0.875,0.6666666666666666,542,534,8
minilm,RandomForest,2,43,ChEMBL,0.9912663755458515,0.7138364779874213,0.829981718464351,16648,16012,636
minilm,RandomForest,2,43,Magellan,1.0,1.0,1.0,76,61,15
minilm,RandomForest,2,43,OpenData,0.999203187250996,0.9093546047860769,0.9521640091116174,82786,81407,1379
minilm,RandomForest,2,43,TPC-DI,0.9840182648401826,0.7601410934744268,0.8577114427860697,15466,14899,567
minilm,RandomForest,2,43,Wikidata,0.5,0.25,0.3333333333333333,542,534,8
minilm,LogisticRegression,2,43,ChEMBL,0.1975642760487145,0.9182389937106918,0.32516703786191536,16648,16012,636
minilm,LogisticRegression,2,43,Magellan,0.4838709677419355,1.0,0.6521739130434783,76,61,15
minilm,LogisticRegression,2,43,OpenData,0.3916063675832127,0.981145757795504,0.5597848572610674,82786,81407,1379
minilm,LogisticRegression,2,43,TPC-DI,0.29023605150214593,0.9541446208112875,0.4450843274372686,15466,14899,567
minilm,LogisticRegression,2,43,Wikidata,0.1111111111111111,0.875,0.19718309859154928,542,534,8
minilm,KNN,2,43,ChEMBL,0.9808153477218226,0.6430817610062893,0.7768281101614435,16648,16012,636
minilm,KNN,2,43,Magellan,1.0,1.0,1.0,76,61,15
minilm,KNN,2,43,OpenData,0.9883236030025021,0.8593183466279913,0.9193173002327386,82786,81407,1379
minilm,KNN,2,43,TPC-DI,0.8900523560209425,0.599647266313933,0.7165437302423604,15466,14899,567
minilm,KNN,2,43,Wikidata,0.375,0.375,0.375,542,534,8
minilm,MLP,2,43,ChEMBL,0.9077490774907749,0.7735849056603774,0.8353140916808149,16648,16012,636
minilm,MLP,2,43,Magellan,1.0,1.0,1.0,76,61,15
minilm,MLP,2,43,OpenData,0.9592290585618977,0.9383611312545322,0.9486803519061584,82786,81407,1379
minilm,MLP,2,43,TPC-DI,0.8397887323943662,0.8412698412698413,0.8405286343612335,15466,14899,567
minilm,MLP,2,43,Wikidata,0.4,0.75,0.5217391304347826,542,534,8
minilm,CatBoost,2,43,ChEMBL,0.832,0.9811320754716981,0.9004329004329005,16648,16012,636
minilm,CatBoost,2,43,Magellan,1.0,1.0,1.0,76,61,15
minilm,CatBoost,2,43,OpenData,0.8822393822393823,0.994198694706309,0.9348789635185817,82786,81407,1379
minilm,CatBoost,2,43,TPC-DI,0.8378378378378378,0.9841269841269841,0.9051094890510949,15466,14899,567
minilm,CatBoost,2,43,Wikidata,0.3888888888888889,0.875,0.5384615384615384,542,534,8
minilm,XGBoost,2,43,ChEMBL,0.9529780564263323,0.9559748427672956,0.9544740973312402,16648,16012,636
minilm,XGBoost,2,43,Magellan,1.0,1.0,1.0,76,61,15
minilm,XGBoost,2,43,OpenData,0.9728183118741058,0.9862218999274837,0.9794742527907814,82786,81407,1379
minilm,XGBoost,2,43,TPC-DI,0.9485420240137221,0.9753086419753086,0.9617391304347827,15466,14899,567
minilm,XGBoost,2,43,Wikidata,0.5384615384615384,0.875,0.6666666666666666,542,534,8
roberta,RandomForest,2,43,ChEMBL,0.9934497816593887,0.7154088050314465,0.8318098720292505,16648,16012,636
roberta,RandomForest,2,43,Magellan,1.0,1.0,1.0,76,61,15
roberta,RandomForest,2,43,OpenData,0.9992044550517104,0.9108049311094997,0.952959028831563,82786,81407,1379
roberta,RandomForest,2,43,TPC-DI,0.988479262672811,0.7566137566137566,0.8571428571428571,15466,14899,567
roberta,RandomForest,2,43,Wikidata,0.5,0.375,0.42857142857142855,542,534,8
roberta,LogisticRegression,2,43,ChEMBL,0.1984369690791709,0.9182389937106918,0.3263481419390891,16648,16012,636
roberta,LogisticRegression,2,43,Magellan,0.4838709677419355,1.0,0.6521739130434783,76,61,15
roberta,LogisticRegression,2,43,OpenData,0.39194669756662803,0.981145757795504,0.5601324777478783,82786,81407,1379
roberta,LogisticRegression,2,43,TPC-DI,0.2903918411164788,0.9541446208112875,0.44526748971193414,15466,14899,567
roberta,LogisticRegression,2,43,Wikidata,0.1111111111111111,0.875,0.19718309859154928,542,534,8
roberta,KNN,2,43,ChEMBL,0.9808153477218226,0.6430817610062893,0.7768281101614435,16648,16012,636
roberta,KNN,2,43,Magellan,1.0,1.0,1.0,76,61,15
roberta,KNN,2,43,OpenData,0.9883236030025021,0.8593183466279913,0.9193173002327386,82786,81407,1379
roberta,KNN,2,43,TPC-DI,0.8900523560209425,0.599647266313933,0.7165437302423604,15466,14899,567
roberta,KNN,2,43,Wikidata,0.375,0.375,0.375,542,534,8
roberta,MLP,2,43,ChEMBL,0.9040852575488455,0.800314465408805,0.8490408673894912,16648,16012,636
roberta,MLP,2,43,Magellan,1.0,0.9333333333333333,0.9655172413793104,76,61,15
roberta,MLP,2,43,OpenData,0.945985401459854,0.939811457577955,0.9428883230265551,82786,81407,1379
roberta,MLP,2,43,TPC-DI,0.8571428571428571,0.8359788359788359,0.8464285714285714,15466,14899,567
roberta,MLP,2,43,Wikidata,0.3888888888888889,0.875,0.5384615384615384,542,534,8
roberta,CatBoost,2,43,ChEMBL,0.8772919605077574,0.9779874213836478,0.924907063197026,16648,16012,636
roberta,CatBoost,2,43,Magellan,1.0,1.0,1.0,76,61,15
roberta,CatBoost,2,43,OpenData,0.9127248500999334,0.9934735315445975,0.9513888888888888,82786,81407,1379
roberta,CatBoost,2,43,TPC-DI,0.875,0.9876543209876543,0.927920463960232,15466,14899,567
roberta,CatBoost,2,43,Wikidata,0.4117647058823529,0.875,0.56,542,534,8
roberta,XGBoost,2,43,ChEMBL,0.95141065830721,0.9544025157232704,0.9529042386185244,16648,16012,636
roberta,XGBoost,2,43,Magellan,1.0,1.0,1.0,76,61,15
roberta,XGBoost,2,43,OpenData,0.9734957020057307,0.9854967367657723,0.9794594594594594,82786,81407,1379
roberta,XGBoost,2,43,TPC-DI,0.946917808219178,0.9753086419753086,0.9609035621198957,15466,14899,567
roberta,XGBoost,2,43,Wikidata,0.5384615384615384,0.875,0.6666666666666666,542,534,8
albert,RandomForest,3,44,ChEMBL,0.9934924078091106,0.7495908346972177,0.8544776119402985,16760,16149,611
albert,RandomForest,3,44,Magellan,1.0,1.0,1.0,57,45,12
albert,RandomForest,3,44,OpenData,0.996802557953637,0.8971223021582734,0.9443392654297614,82731,81341,1390
albert,RandomForest,3,44,TPC-DI,0.9932885906040269,0.7681660899653979,0.8663414634146341,15406,14828,578
albert,RandomForest,3,44,Wikidata,1.0,0.21428571428571427,0.35294117647058826,564,550,14
albert,LogisticRegression,3,44,ChEMBL,0.18723264231655148,0.9312602291325696,0.3117808219178082,16760,16149,611
albert,LogisticRegression,3,44,Magellan,0.7058823529411765,1.0,0.8275862068965517,57,45,12
albert,LogisticRegression,3,44,OpenData,0.41508857666463045,0.9776978417266187,0.5827615780445969,82731,81341,1390
albert,LogisticRegression,3,44,TPC-DI,0.2924071082390953,0.9394463667820069,0.44599589322381933,15406,14828,578
albert,LogisticRegression,3,44,Wikidata,0.18181818181818182,0.7142857142857143,0.2898550724637681,564,550,14
albert,KNN,3,44,ChEMBL,0.9833333333333333,0.6759410801963993,0.8011639185257032,16760,16149,611
albert,KNN,3,44,Magellan,1.0,1.0,1.0,57,45,12
albert,KNN,3,44,OpenData,0.9775,0.8438848920863309,0.9057915057915058,82731,81341,1390
albert,KNN,3,44,TPC-DI,0.8972972972972973,0.5743944636678201,0.70042194092827,15406,14828,578
albert,KNN,3,44,Wikidata,0.5,0.42857142857142855,0.46153846153846156,564,550,14
albert,MLP,3,44,ChEMBL,0.8687196110210696,0.8772504091653028,0.8729641693811075,16760,16149,611
albert,MLP,3,44,Magellan,1.0,1.0,1.0,57,45,12
albert,MLP,3,44,OpenData,0.9623059866962306,0.9366906474820144,0.9493255559606271,82731,81341,1390
albert,MLP,3,44,TPC-DI,0.8824626865671642,0.8183391003460208,0.8491921005385996,15406,14828,578
albert,MLP,3,44,Wikidata,0.6470588235294118,0.7857142857142857,0.7096774193548387,564,550,14
albert,CatBoost,3,44,ChEMBL,0.8504273504273504,0.9770867430441899,0.9093678598629094,16760,16149,611
albert,CatBoost,3,44,Magellan,1.0,1.0,1.0,57,45,12
albert,CatBoost,3,44,OpenData,0.9112426035502958,0.9971223021582734,0.9522500858811405,82731,81341,1390
albert,CatBoost,3,44,TPC-DI,0.8996815286624203,0.9775086505190311,0.9369817578772802,15406,14828,578
albert,CatBoost,3,44,Wikidata,0.5,0.8571428571428571,0.631578947368421,564,550,14
albert,XGBoost,3,44,ChEMBL,0.9338582677165355,0.9705400981996727,0.9518459069020867,16760,16149,611
albert,XGBoost,3,44,Magellan,1.0,1.0,1.0,57,45,12
albert,XGBoost,3,44,OpenData,0.9744861800141743,0.9892086330935251,0.9817922170653338,82731,81341,1390
albert,XGBoost,3,44,TPC-DI,0.9476351351351351,0.9705882352941176,0.958974358974359,15406,14828,578
albert,XGBoost,3,44,Wikidata,0.8461538461538461,0.7857142857142857,0.8148148148148148,564,550,14
bart,RandomForest,3,44,ChEMBL,0.9934924078091106,0.7495908346972177,0.8544776119402985,16760,16149,611
bart,RandomForest,3,44,Magellan,1.0,1.0,1.0,57,45,12
bart,RandomForest,3,44,OpenData,0.996802557953637,0.8971223021582734,0.9443392654297614,82731,81341,1390
bart,RandomForest,3,44,TPC-DI,0.9932885906040269,0.7681660899653979,0.8663414634146341,15406,14828,578
bart,RandomForest,3,44,Wikidata,1.0,0.21428571428571427,0.35294117647058826,564,550,14
bart,LogisticRegression,3,44,ChEMBL,0.18723264231655148,0.9312602291325696,0.3117808219178082,16760,16149,611
bart,LogisticRegression,3,44,Magellan,0.7058823529411765,1.0,0.8275862068965517,57,45,12
bart,LogisticRegression,3,44,OpenData,0.41508857666463045,0.9776978417266187,0.5827615780445969,82731,81341,1390
bart,LogisticRegression,3,44,TPC-DI,0.2924071082390953,0.9394463667820069,0.44599589322381933,15406,14828,578
bart,LogisticRegression,3,44,Wikidata,0.18181818181818182,0.7142857142857143,0.2898550724637681,564,550,14
bart,KNN,3,44,ChEMBL,0.9833333333333333,0.6759410801963993,0.8011639185257032,16760,16149,611
bart,KNN,3,44,Magellan,1.0,1.0,1.0,57,45,12
bart,KNN,3,44,OpenData,0.9775,0.8438848920863309,0.9057915057915058,82731,81341,1390
bart,KNN,3,44,TPC-DI,0.8972972972972973,0.5743944636678201,0.70042194092827,15406,14828,578
bart,KNN,3,44,Wikidata,0.5,0.42857142857142855,0.46153846153846156,564,550,14
bart,MLP,3,44,ChEMBL,0.8687196110210696,0.8772504091653028,0.8729641693811075,16760,16149,611
bart,MLP,3,44,Magellan,1.0,1.0,1.0,57,45,12
bart,MLP,3,44,OpenData,0.9623059866962306,0.9366906474820144,0.9493255559606271,82731,81341,1390
bart,MLP,3,44,TPC-DI,0.8824626865671642,0.8183391003460208,0.8491921005385996,15406,14828,578
bart,MLP,3,44,Wikidata,0.6470588235294118,0.7857142857142857,0.7096774193548387,564,550,14
bart,CatBoost,3,44,ChEMBL,0.8504273504273504,0.9770867430441899,0.9093678598629094,16760,16149,611
bart,CatBoost,3,44,Magellan,1.0,1.0,1.0,57,45,12
bart,CatBoost,3,44,OpenData,0.9112426035502958,0.9971223021582734,0.9522500858811405,82731,81341,1390
bart,CatBoost,3,44,TPC-DI,0.8996815286624203,0.9775086505190311,0.9369817578772802,15406,14828,578
bart,CatBoost,3,44,Wikidata,0.5,0.8571428571428571,0.631578947368421,564,550,14
bart,XGBoost,3,44,ChEMBL,0.9338582677165355,0.9705400981996727,0.9518459069020867,16760,16149,611
bart,XGBoost,3,44,Magellan,1.0,1.0,1.0,57,45,12
bart,XGBoost,3,44,OpenData,0.9744861800141743,0.9892086330935251,0.9817922170653338,82731,81341,1390
bart,XGBoost,3,44,TPC-DI,0.9476351351351351,0.9705882352941176,0.958974358974359,15406,14828,578
bart,XGBoost,3,44,Wikidata,0.8461538461538461,0.7857142857142857,0.8148148148148148,564,550,14
bert,RandomForest,3,44,ChEMBL,0.9934924078091106,0.7495908346972177,0.8544776119402985,16760,16149,611
bert,RandomForest,3,44,Magellan,1.0,1.0,1.0,57,45,12
bert,RandomForest,3,44,OpenData,0.996802557953637,0.8971223021582734,0.9443392654297614,82731,81341,1390
bert,RandomForest,3,44,TPC-DI,0.9932885906040269,0.7681660899653979,0.8663414634146341,15406,14828,578
bert,RandomForest,3,44,Wikidata,1.0,0.21428571428571427,0.35294117647058826,564,550,14
bert,LogisticRegression,3,44,ChEMBL,0.18723264231655148,0.9312602291325696,0.3117808219178082,16760,16149,611
bert,LogisticRegression,3,44,Magellan,0.7058823529411765,1.0,0.8275862068965517,57,45,12
bert,LogisticRegression,3,44,OpenData,0.41508857666463045,0.9776978417266187,0.5827615780445969,82731,81341,1390
bert,LogisticRegression,3,44,TPC-DI,0.2924071082390953,0.9394463667820069,0.44599589322381933,15406,14828,578
bert,LogisticRegression,3,44,Wikidata,0.18181818181818182,0.7142857142857143,0.2898550724637681,564,550,14
bert,KNN,3,44,ChEMBL,0.9833333333333333,0.6759410801963993,0.8011639185257032,16760,16149,611
bert,KNN,3,44,Magellan,1.0,1.0,1.0,57,45,12
bert,KNN,3,44,OpenData,0.9775,0.8438848920863309,0.9057915057915058,82731,81341,1390
bert,KNN,3,44,TPC-DI,0.8972972972972973,0.5743944636678201,0.70042194092827,15406,14828,578
bert,KNN,3,44,Wikidata,0.5,0.42857142857142855,0.46153846153846156,564,550,14
bert,MLP,3,44,ChEMBL,0.8687196110210696,0.8772504091653028,0.8729641693811075,16760,16149,611
bert,MLP,3,44,Magellan,1.0,1.0,1.0,57,45,12
bert,MLP,3,44,OpenData,0.9623059866962306,0.9366906474820144,0.9493255559606271,82731,81341,1390
bert,MLP,3,44,TPC-DI,0.8824626865671642,0.8183391003460208,0.8491921005385996,15406,14828,578
bert,MLP,3,44,Wikidata,0.6470588235294118,0.7857142857142857,0.7096774193548387,564,550,14
bert,CatBoost,3,44,ChEMBL,0.8504273504273504,0.9770867430441899,0.9093678598629094,16760,16149,611
bert,CatBoost,3,44,Magellan,1.0,1.0,1.0,57,45,12
bert,CatBoost,3,44,OpenData,0.9112426035502958,0.9971223021582734,0.9522500858811405,82731,81341,1390
bert,CatBoost,3,44,TPC-DI,0.8996815286624203,0.9775086505190311,0.9369817578772802,15406,14828,578
bert,CatBoost,3,44,Wikidata,0.5,0.8571428571428571,0.631578947368421,564,550,14
bert,XGBoost,3,44,ChEMBL,0.9338582677165355,0.9705400981996727,0.9518459069020867,16760,16149,611
bert,XGBoost,3,44,Magellan,1.0,1.0,1.0,57,45,12
bert,XGBoost,3,44,OpenData,0.9744861800141743,0.9892086330935251,0.9817922170653338,82731,81341,1390
bert,XGBoost,3,44,TPC-DI,0.9476351351351351,0.9705882352941176,0.958974358974359,15406,14828,578
bert,XGBoost,3,44,Wikidata,0.8461538461538461,0.7857142857142857,0.8148148148148148,564,550,14
distilbert,RandomForest,3,44,ChEMBL,0.9934924078091106,0.7495908346972177,0.8544776119402985,16760,16149,611
distilbert,RandomForest,3,44,Magellan,1.0,1.0,1.0,57,45,12
distilbert,RandomForest,3,44,OpenData,0.996802557953637,0.8971223021582734,0.9443392654297614,82731,81341,1390
distilbert,RandomForest,3,44,TPC-DI,0.9932885906040269,0.7681660899653979,0.8663414634146341,15406,14828,578
distilbert,RandomForest,3,44,Wikidata,1.0,0.21428571428571427,0.35294117647058826,564,550,14
distilbert,LogisticRegression,3,44,ChEMBL,0.18723264231655148,0.9312602291325696,0.3117808219178082,16760,16149,611
distilbert,LogisticRegression,3,44,Magellan,0.7058823529411765,1.0,0.8275862068965517,57,45,12
distilbert,LogisticRegression,3,44,OpenData,0.41508857666463045,0.9776978417266187,0.5827615780445969,82731,81341,1390
distilbert,LogisticRegression,3,44,TPC-DI,0.2924071082390953,0.9394463667820069,0.44599589322381933,15406,14828,578
distilbert,LogisticRegression,3,44,Wikidata,0.18181818181818182,0.7142857142857143,0.2898550724637681,564,550,14
distilbert,KNN,3,44,ChEMBL,0.9833333333333333,0.6759410801963993,0.8011639185257032,16760,16149,611
distilbert,KNN,3,44,Magellan,1.0,1.0,1.0,57,45,12
distilbert,KNN,3,44,OpenData,0.9775,0.8438848920863309,0.9057915057915058,82731,81341,1390
distilbert,KNN,3,44,TPC-DI,0.8972972972972973,0.5743944636678201,0.70042194092827,15406,14828,578
distilbert,KNN,3,44,Wikidata,0.5,0.42857142857142855,0.46153846153846156,564,550,14
distilbert,MLP,3,44,ChEMBL,0.8687196110210696,0.8772504091653028,0.8729641693811075,16760,16149,611
distilbert,MLP,3,44,Magellan,1.0,1.0,1.0,57,45,12
distilbert,MLP,3,44,OpenData,0.9623059866962306,0.9366906474820144,0.9493255559606271,82731,81341,1390
distilbert,MLP,3,44,TPC-DI,0.8824626865671642,0.8183391003460208,0.8491921005385996,15406,14828,578
distilbert,MLP,3,44,Wikidata,0.6470588235294118,0.7857142857142857,0.7096774193548387,564,550,14
distilbert,CatBoost,3,44,ChEMBL,0.8504273504273504,0.9770867430441899,0.9093678598629094,16760,16149,611
distilbert,CatBoost,3,44,Magellan,1.0,1.0,1.0,57,45,12
distilbert,CatBoost,3,44,OpenData,0.9112426035502958,0.9971223021582734,0.9522500858811405,82731,81341,1390
distilbert,CatBoost,3,44,TPC-DI,0.8996815286624203,0.9775086505190311,0.9369817578772802,15406,14828,578
distilbert,CatBoost,3,44,Wikidata,0.5,0.8571428571428571,0.631578947368421,564,550,14
distilbert,XGBoost,3,44,ChEMBL,0.9338582677165355,0.9705400981996727,0.9518459069020867,16760,16149,611
distilbert,XGBoost,3,44,Magellan,1.0,1.0,1.0,57,45,12
distilbert,XGBoost,3,44,OpenData,0.9744861800141743,0.9892086330935251,0.9817922170653338,82731,81341,1390
distilbert,XGBoost,3,44,TPC-DI,0.9476351351351351,0.9705882352941176,0.958974358974359,15406,14828,578
distilbert,XGBoost,3,44,Wikidata,0.8461538461538461,0.7857142857142857,0.8148148148148148,564,550,14
minilm,RandomForest,3,44,ChEMBL,0.9935483870967742,0.7561374795417348,0.8587360594795539,16760,16149,611
minilm,RandomForest,3,44,Magellan,1.0,1.0,1.0,57,45,12
minilm,RandomForest,3,44,OpenData,0.9975942261427426,0.8949640287769784,0.9434963974213121,82731,81341,1390
minilm,RandomForest,3,44,TPC-DI,0.9909502262443439,0.7577854671280276,0.8588235294117647,15406,14828,578
minilm,RandomForest,3,44,Wikidata,1.0,0.21428571428571427,0.35294117647058826,564,550,14
minilm,LogisticRegression,3,44,ChEMBL,0.18723264231655148,0.9312602291325696,0.3117808219178082,16760,16149,611
minilm,LogisticRegression,3,44,Magellan,0.7058823529411765,1.0,0.8275862068965517,57,45,12
minilm,LogisticRegression,3,44,OpenData,0.41534229828850855,0.9776978417266187,0.583011583011583,82731,81341,1390
minilm,LogisticRegression,3,44,TPC-DI,0.292722371967655,0.9394463667820069,0.44636251541307026,15406,14828,578
minilm,LogisticRegression,3,44,Wikidata,0.18181818181818182,0.7142857142857143,0.2898550724637681,564,550,14
minilm,KNN,3,44,ChEMBL,0.9833333333333333,0.6759410801963993,0.8011639185257032,16760,16149,611
minilm,KNN,3,44,Magellan,1.0,1.0,1.0,57,45,12
minilm,KNN,3,44,OpenData,0.9775,0.8438848920863309,0.9057915057915058,82731,81341,1390
minilm,KNN,3,44,TPC-DI,0.8972972972972973,0.5743944636678201,0.70042194092827,15406,14828,578
minilm,KNN,3,44,Wikidata,0.5,0.42857142857142855,0.46153846153846156,564,550,14
minilm,MLP,3,44,ChEMBL,0.8328267477203647,0.8968903436988543,0.863672182821119,16760,16149,611
minilm,MLP,3,44,Magellan,1.0,1.0,1.0,57,45,12
minilm,MLP,3,44,OpenData,0.9616519174041298,0.9381294964028777,0.9497450837581938,82731,81341,1390
minilm,MLP,3,44,TPC-DI,0.8436974789915966,0.8685121107266436,0.855924978687127,15406,14828,578
minilm,MLP,3,44,Wikidata,0.47368421052631576,0.6428571428571429,0.5454545454545454,564,550,14
minilm,CatBoost,3,44,ChEMBL,0.8550932568149211,0.9754500818330606,0.9113149847094801,16760,16149,611
minilm,CatBoost,3,44,Magellan,1.0,1.0,1.0,57,45,12
minilm,CatBoost,3,44,OpenData,0.9094488188976378,0.9971223021582734,0.9512697323266986,82731,81341,1390
minilm,CatBoost,3,44,TPC-DI,0.889763779527559,0.9775086505190311,0.9315746084089035,15406,14828,578
minilm,CatBoost,3,44,Wikidata,0.5882352941176471,0.7142857142857143,0.6451612903225806,564,550,14
minilm,XGBoost,3,44,ChEMBL,0.9310344827586207,0.972176759410802,0.9511609287429944,16760,16149,611
minilm,XGBoost,3,44,Magellan,1.0,1.0,1.0,57,45,12
minilm,XGBoost,3,44,OpenData,0.9717314487632509,0.9892086330935251,0.9803921568627451,82731,81341,1390
minilm,XGBoost,3,44,TPC-DI,0.9509306260575296,0.972318339100346,0.9615055603079555,15406,14828,578
minilm,XGBoost,3,44,Wikidata,0.8461538461538461,0.7857142857142857,0.8148148148148148,564,550,14
roberta,RandomForest,3,44,ChEMBL,0.9934924078091106,0.7495908346972177,0.8544776119402985,16760,16149,611
roberta,RandomForest,3,44,Magellan,1.0,1.0,1.0,57,45,12
roberta,RandomForest,3,44,OpenData,0.996802557953637,0.8971223021582734,0.9443392654297614,82731,81341,1390
roberta,RandomForest,3,44,TPC-DI,0.9932885906040269,0.7681660899653979,0.8663414634146341,15406,14828,578
roberta,RandomForest,3,44,Wikidata,1.0,0.21428571428571427,0.35294117647058826,564,550,14
roberta,LogisticRegression,3,44,ChEMBL,0.18723264231655148,0.9312602291325696,0.3117808219178082,16760,16149,611
roberta,LogisticRegression,3,44,Magellan,0.7058823529411765,1.0,0.8275862068965517,57,45,12
roberta,LogisticRegression,3,44,OpenData,0.41508857666463045,0.9776978417266187,0.5827615780445969,82731,81341,1390
roberta,LogisticRegression,3,44,TPC-DI,0.2924071082390953,0.9394463667820069,0.44599589322381933,15406,14828,578
roberta,LogisticRegression,3,44,Wikidata,0.18181818181818182,0.7142857142857143,0.2898550724637681,564,550,14
roberta,KNN,3,44,ChEMBL,0.9833333333333333,0.6759410801963993,0.8011639185257032,16760,16149,611
roberta,KNN,3,44,Magellan,1.0,1.0,1.0,57,45,12
roberta,KNN,3,44,OpenData,0.9775,0.8438848920863309,0.9057915057915058,82731,81341,1390
roberta,KNN,3,44,TPC-DI,0.8972972972972973,0.5743944636678201,0.70042194092827,15406,14828,578
roberta,KNN,3,44,Wikidata,0.5,0.42857142857142855,0.46153846153846156,564,550,14
roberta,MLP,3,44,ChEMBL,0.8687196110210696,0.8772504091653028,0.8729641693811075,16760,16149,611
roberta,MLP,3,44,Magellan,1.0,1.0,1.0,57,45,12
roberta,MLP,3,44,OpenData,0.9623059866962306,0.9366906474820144,0.9493255559606271,82731,81341,1390
roberta,MLP,3,44,TPC-DI,0.8824626865671642,0.8183391003460208,0.8491921005385996,15406,14828,578
roberta,MLP,3,44,Wikidata,0.6470588235294118,0.7857142857142857,0.7096774193548387,564,550,14
roberta,CatBoost,3,44,ChEMBL,0.8504273504273504,0.9770867430441899,0.9093678598629094,16760,16149,611
roberta,CatBoost,3,44,Magellan,1.0,1.0,1.0,57,45,12
roberta,CatBoost,3,44,OpenData,0.9112426035502958,0.9971223021582734,0.9522500858811405,82731,81341,1390
roberta,CatBoost,3,44,TPC-DI,0.8996815286624203,0.9775086505190311,0.9369817578772802,15406,14828,578
roberta,CatBoost,3,44,Wikidata,0.5,0.8571428571428571,0.631578947368421,564,550,14
roberta,XGBoost,3,44,ChEMBL,0.9338582677165355,0.9705400981996727,0.9518459069020867,16760,16149,611
roberta,XGBoost,3,44,Magellan,1.0,1.0,1.0,57,45,12
roberta,XGBoost,3,44,OpenData,0.9744861800141743,0.9892086330935251,0.9817922170653338,82731,81341,1390
roberta,XGBoost,3,44,TPC-DI,0.9476351351351351,0.9705882352941176,0.958974358974359,15406,14828,578
roberta,XGBoost,3,44,Wikidata,0.8461538461538461,0.7857142857142857,0.8148148148148148,564,550,14
albert,RandomForest,4,45,ChEMBL,0.9842342342342343,0.7283333333333334,0.8371647509578544,16895,16295,600
albert,RandomForest,4,45,Magellan,1.0,1.0,1.0,81,71,10
albert,RandomForest,4,45,OpenData,0.994341147938561,0.8951965065502183,0.9421677518192263,82504,81130,1374
albert,RandomForest,4,45,TPC-DI,0.9956427015250545,0.7541254125412541,0.8582159624413146,15479,14873,606
albert,RandomForest,4,45,Wikidata,1.0,0.2,0.3333333333333333,559,544,15
albert,LogisticRegression,4,45,ChEMBL,0.18370712401055408,0.9283333333333333,0.30671806167400884,16895,16295,600
albert,LogisticRegression,4,45,Magellan,0.5882352941176471,1.0,0.7407407407407407,81,71,10
albert,LogisticRegression,4,45,OpenData,0.417315478044223,0.975254730713246,0.5845147219193021,82504,81130,1374
albert,LogisticRegression,4,45,TPC-DI,0.3053763440860215,0.9372937293729373,0.4606650446066504,15479,14873,606
albert,LogisticRegression,4,45,Wikidata,0.23076923076923078,0.8,0.3582089552238806,559,544,15
albert,KNN,4,45,ChEMBL,0.9673366834170855,0.6416666666666667,0.7715430861723447,16895,16295,600
albert,KNN,4,45,Magellan,1.0,1.0,1.0,81,71,10
albert,KNN,4,45,OpenData,0.9857022708158116,0.8529839883551674,0.9145532579008974,82504,81130,1374
albert,KNN,4,45,TPC-DI,0.8916256157635468,0.5973597359735974,0.7154150197628458,15479,14873,606
albert,KNN,4,45,Wikidata,0.6923076923076923,0.6,0.6428571428571429,559,544,15
