Family,F1,Recall,Precision,Seed
Classiques,0.9250916710319539,0.9380311614730878,0.9125043058904582,5406
Topology+Spectral,0.6080709909148532,0.5095609065155807,0.7537977998952331,5406
Topology+Classiques,0.9399179889463363,0.93342776203966,0.9464991023339318,5406
Spectral+Classiques,0.9469603524229074,0.9514872521246459,0.9424763240968081,5406
Topology+Spectral+Classiques,0.9482269503546099,0.9468838526912181,0.9495738636363636,5406
Topology,0.5387323943661971,0.43823845327604727,0.6990291262135923,6729
Spectral,0.25514579759862777,0.21303258145363407,0.3180117584179583,6729
Classiques,0.8798974734529477,0.8603651987110634,0.9003372049456725,6729
Topology+Spectral,0.5563425627817128,0.4640171858216971,0.6945337620578779,6729
Topology+Classiques,0.8958566629339306,0.8592910848549946,0.935672514619883,6729
Spectral+Classiques,0.897117840204305,0.8804153240243466,0.9144663443659353,6729
Topology+Spectral+Classiques,0.8931897023918204,0.8757608306480487,0.9113263785394933,6729
Topology,0.46647587898609977,0.4413926499032882,0.49458170784568706,5977
Spectral,0.2026221692491061,0.1644100580270793,0.2639751552795031,5977
Classiques,0.8678958372932902,0.8831721470019342,0.8531390134529148,5977
Topology+Spectral,0.5127061970575123,0.4448742746615087,0.6049447659126775,5977
Topology+Classiques,0.8856638556579721,0.8735009671179884,0.898170246618934,5977
Spectral+Classiques,0.8812230497843982,0.8696324951644101,0.8931267381803735,5977
Topology+Spectral+Classiques,0.8974559686888454,0.8870406189555126,0.9081188118811881,5977
Topology,0.5232535127646942,0.4871039056742815,0.5651988029072254,8176
Spectral,0.26362823949955316,0.21739130434782608,0.3348467650397276,8176
Classiques,0.9072559596311118,0.9605747973470892,0.8595450049455984,8176
Topology+Spectral,0.5454910624623418,0.5003684598378777,0.5995584988962472,8176
Topology+Classiques,0.9321167883211678,0.9410464259395726,0.923355025307303,8176
Spectral+Classiques,0.9173066619039114,0.94620486366986,0.8901213171577123,8176
Topology+Spectral+Classiques,0.925172539048311,0.9384672070744289,0.9122492836676218,8176
