timestamp,model,scenario,category,relation,dataset,t_embed_src_s,t_embed_tgt_s,t_embed_total_s,status,error
2025-08-24T11:21:00,distilbert,s_i,ChEMBL,Joinable,assays_both_50_1_ac1_ev,3.885668,2.783349,6.758734,ok,
2025-08-24T11:21:07,distilbert,s_i,ChEMBL,Joinable,assays_both_50_1_ac2_ev,2.872104,2.709048,5.666559,ok,
2025-08-24T11:21:13,distilbert,s_i,ChEMBL,Joinable,assays_both_50_1_ac3_ev,2.851923,2.743464,5.675419,ok,
2025-08-24T11:21:18,distilbert,s_i,ChEMBL,Joinable,assays_both_50_1_ac4_ev,2.866403,2.725306,5.671635,ok,
2025-08-24T11:21:24,distilbert,s_i,ChEMBL,Joinable,assays_both_50_1_ac5_ev,0.686144,2.723281,3.444876,ok,
2025-08-24T11:21:27,distilbert,s_i,ChEMBL,Joinable,assays_both_50_1_ec_ev,2.878861,2.679402,5.635649,ok,
2025-08-24T11:21:33,distilbert,s_i,ChEMBL,Joinable,assays_both_50_30_ac1_ev,3.369861,3.347217,6.811734,ok,
2025-08-24T11:21:40,distilbert,s_i,ChEMBL,Joinable,assays_both_50_30_ac2_ev,2.929438,4.255576,7.241607,ok,
2025-08-24T11:21:47,distilbert,s_i,ChEMBL,Joinable,assays_both_50_30_ac3_ev,3.283428,3.351322,6.722637,ok,
2025-08-24T11:21:54,distilbert,s_i,ChEMBL,Joinable,assays_both_50_30_ac4_ev,3.266087,3.334599,6.693446,ok,
2025-08-24T11:22:01,distilbert,s_i,ChEMBL,Joinable,assays_both_50_30_ac5_ev,3.268008,3.373713,6.73347,ok,
2025-08-24T11:22:07,distilbert,s_i,ChEMBL,Joinable,assays_both_50_30_ec_ev,3.332288,3.329503,6.753896,ok,
2025-08-24T11:22:14,distilbert,s_i,ChEMBL,Joinable,assays_both_50_50_ac1_ev,4.059809,3.783273,7.950389,ok,
2025-08-24T11:22:22,distilbert,s_i,ChEMBL,Joinable,assays_both_50_50_ac2_ev,3.989549,4.656236,8.768679,ok,
2025-08-24T11:22:31,distilbert,s_i,ChEMBL,Joinable,assays_both_50_50_ac3_ev,3.966027,3.782105,7.857004,ok,
2025-08-24T11:22:39,distilbert,s_i,ChEMBL,Joinable,assays_both_50_50_ac4_ev,4.054644,3.76343,7.927007,ok,
2025-08-24T11:22:47,distilbert,s_i,ChEMBL,Joinable,assays_both_50_50_ac5_ev,3.979788,3.805578,7.892927,ok,
2025-08-24T11:22:54,distilbert,s_i,ChEMBL,Joinable,assays_both_50_50_ec_ev,3.529665,3.74868,7.32543,ok,
2025-08-24T11:23:02,distilbert,s_i,ChEMBL,Joinable,assays_both_50_70_ac1_ev,4.422779,5.186802,9.743941,ok,
2025-08-24T11:23:12,distilbert,s_i,ChEMBL,Joinable,assays_both_50_70_ac2_ev,4.379512,4.39693,8.899195,ok,
2025-08-24T11:23:20,distilbert,s_i,ChEMBL,Joinable,assays_both_50_70_ac3_ev,4.394898,5.279792,9.807973,ok,
2025-08-24T11:23:30,distilbert,s_i,ChEMBL,Joinable,assays_both_50_70_ac4_ev,3.944518,4.457538,8.454162,ok,
2025-08-24T11:23:39,distilbert,s_i,ChEMBL,Joinable,assays_both_50_70_ac5_ev,3.914549,5.213184,9.192906,ok,
2025-08-24T11:23:48,distilbert,s_i,ChEMBL,Joinable,assays_both_50_70_ec_ev,3.927425,5.294849,9.286321,ok,
2025-08-24T11:23:57,distilbert,s_i,ChEMBL,Joinable,assays_vertical_1_ac1_ev,2.482763,2.770936,5.299014,ok,
2025-08-24T11:24:03,distilbert,s_i,ChEMBL,Joinable,assays_vertical_1_ac2_ev,3.530175,2.744042,6.407981,ok,
2025-08-24T11:24:09,distilbert,s_i,ChEMBL,Joinable,assays_vertical_1_ac3_ev,0.668691,2.74405,3.454444,ok,
2025-08-24T11:24:12,distilbert,s_i,ChEMBL,Joinable,assays_vertical_1_ac4_ev,3.539322,2.74493,6.419697,ok,
2025-08-24T11:24:19,distilbert,s_i,ChEMBL,Joinable,assays_vertical_1_ac5_ev,0.059577,2.770267,2.873573,ok,
2025-08-24T11:24:22,distilbert,s_i,ChEMBL,Joinable,assays_vertical_1_ec_ev,3.564874,2.766218,6.466828,ok,
2025-08-24T11:24:28,distilbert,s_i,ChEMBL,Joinable,assays_vertical_30_ac1_ev,0.737575,3.495885,4.284284,ok,
2025-08-24T11:24:32,distilbert,s_i,ChEMBL,Joinable,assays_vertical_30_ac2_ev,3.91375,3.400045,7.466408,ok,
2025-08-24T11:24:40,distilbert,s_i,ChEMBL,Joinable,assays_vertical_30_ac3_ev,3.928673,4.527921,8.641044,ok,
2025-08-24T11:24:49,distilbert,s_i,ChEMBL,Joinable,assays_vertical_30_ac4_ev,4.092633,4.446357,8.714795,ok,
2025-08-24T11:24:57,distilbert,s_i,ChEMBL,Joinable,assays_vertical_30_ac5_ev,3.937935,3.456192,7.554339,ok,
2025-08-24T11:25:05,distilbert,s_i,ChEMBL,Joinable,assays_vertical_30_ec_ev,3.94579,3.468088,7.571214,ok,
2025-08-24T11:25:12,distilbert,s_i,ChEMBL,Joinable,assays_vertical_50_ac1_ev,4.788034,4.973839,9.98151,ok,
2025-08-24T11:25:22,distilbert,s_i,ChEMBL,Joinable,assays_vertical_50_ac2_ev,4.719717,4.97165,9.897929,ok,
