Family,F1,Recall,Precision,Seed
Topology+Spectral,0.5412667946257198,0.48486932599724897,0.6125108601216334,6768
Topology+Classiques,0.8934386587135257,0.9528885832187071,0.8409711684370258,6768
Spectral+Classiques,0.8947196870925684,0.9439477303988996,0.8503717472118959,6768
Topology+Spectral+Classiques,0.9106703819046058,0.9552957359009628,0.870028186658315,6768
Topology,0.5318420451951609,0.41846264367816094,0.7294927989981215,9559
Spectral,0.2707858179556293,0.23455459770114942,0.3202550269740069,9559
Classiques,0.9128981171916242,0.9317528735632183,0.8947913073473611,9559
Topology+Spectral,0.5638629283489096,0.4551005747126437,0.7409356725146199,9559
Topology+Classiques,0.9299729972997299,0.927801724137931,0.9321544568747745,9559
Spectral+Classiques,0.9295076160113355,0.9425287356321839,0.9168413696715584,9559
Topology+Spectral+Classiques,0.9306575882458341,0.9328304597701149,0.9284948158741508,9559
Topology,0.49548450085428364,0.4201158940397351,0.6038072575847709,9175
Spectral,0.2319845857418112,0.24917218543046357,0.21701514059120403,9175
Classiques,0.8775421895283427,0.8394039735099338,0.9193109700815957,9175
Topology+Spectral,0.5173267326732673,0.43253311258278143,0.6434729064039408,9175
Topology+Classiques,0.8818827708703375,0.8220198675496688,0.9511494252873564,9175
Spectral+Classiques,0.8981279930343927,0.8538907284768212,0.9471992653810836,9175
Topology+Spectral+Classiques,0.8934662236987818,0.8348509933774835,0.9609337779895188,9175
Topology,0.48387890721142013,0.4123322147651007,0.5854675402025015,2426
Spectral,0.19030792529025745,0.15813758389261745,0.23891001267427123,2426
Classiques,0.8375260071874409,0.9286912751677853,0.7626593179469514,2426
Topology+Spectral,0.4948770491803279,0.4052013422818792,0.6355263157894737,2426
Topology+Classiques,0.8632528938591328,0.9228187919463087,0.8109104312569112,2426
Spectral+Classiques,0.8745231881148364,0.9135906040268457,0.8386599922988063,2426
Topology+Spectral+Classiques,0.878745224210738,0.9165268456375839,0.8439551950560061,2426
Topology,0.5005735260380821,0.44458027709861453,0.5727034120734908,7692
Spectral,0.21497473587505742,0.19070904645476772,0.2463157894736842,7692
Classiques,0.901017214397496,0.9384678076609617,0.8664409330323551,7692
Topology+Spectral,0.5406513322705534,0.4837000814995925,0.6128033040784718,7692
Topology+Classiques,0.9293858771754351,0.9466177669111654,0.9127701375245579,7692
Spectral+Classiques,0.9310207336523126,0.9515077424612877,0.9113973458235753,7692
Topology+Spectral+Classiques,0.932982385098198,0.9388753056234719,0.9271629778672033,7692
Topology,0.43057722308892354,0.4300740163615115,0.43108160874658336,5084
Spectral,0.19567307692307692,0.15855083755356447,0.25549278091650973,5084
Classiques,0.8978731557769688,0.9127386053759252,0.8834841628959276,5084
Topology+Spectral,0.4509539410291,0.45578496299181925,0.4462242562929062,5084
Topology+Classiques,0.9121048573631457,0.9216984807167901,0.9027088897367417,5084
Spectral+Classiques,0.9171528588098017,0.9185820023373588,0.9157281553398058,5084
Topology+Spectral+Classiques,0.922237380627558,0.9216984807167901,0.9227769110764431,5084
