Family,F1,Recall,Precision,Seed
Topology,0.5764680576468058,0.5252842022736182,0.6387035271687321,1065
Spectral,0.29189666593066904,0.2591140729125833,0.33417593528816986,1065
Classiques,0.8916511290656722,0.8435907487259898,0.945518453427065,1065
Topology+Spectral,0.5907319185794716,0.5346922775382204,0.659893565553943,1065
Topology+Classiques,0.8983620327593448,0.8384947079576637,0.9674355495251018,1065
Spectral+Classiques,0.897489539748954,0.8408467267738142,0.9623149394347241,1065
Topology+Spectral+Classiques,0.8953781512605042,0.8353586828694629,0.9646899049343595,1065
Topology,0.487099107788763,0.42048293089092426,0.5787965616045845,1505
Spectral,0.18400641882856378,0.14321398834304747,0.2572924457741212,1505
Classiques,0.8840934371523915,0.8272273105745213,0.9493549928332538,1505
Topology+Spectral,0.5049433325295394,0.4358867610324729,0.6,1505
Topology+Classiques,0.8901147396293028,0.8397169025811824,0.9469483568075118,1505
Spectral+Classiques,0.9019951764963824,0.8563696919233972,0.952755905511811,1505
Topology+Spectral+Classiques,0.9059309146208994,0.8680266444629475,0.947296683325761,1505
Topology,0.5242001640689089,0.44700944386149005,0.6336142786316311,474
Spectral,0.27301841473178545,0.2385449457852396,0.3191389798783341,474
Classiques,0.909795987185972,0.94368660370759,0.8782552083333334,474
Topology+Spectral,0.5375572823271568,0.471843301853795,0.624537037037037,474
Topology+Classiques,0.9142466689443116,0.9359916054564533,0.8934891485809683,474
Spectral+Classiques,0.9133434292444893,0.9492829660720532,0.8800259403372244,474
Topology+Spectral+Classiques,0.9192124915139172,0.9471843301853795,0.8928453676228157,474
Topology,0.5088648399723693,0.41776937618147447,0.6507656065959952,5003
Spectral,0.22232451093210587,0.1826086956521739,0.28411764705882353,5003
Classiques,0.8794300979519145,0.9334593572778828,0.8313131313131313,5003
Topology+Spectral,0.5292237442922374,0.4381852551984877,0.6680115273775216,5003
Topology+Classiques,0.901837075524216,0.9187145557655955,0.8855685131195336,5003
Spectral+Classiques,0.9221848110737,0.9319470699432892,0.9126249537208442,5003
Topology+Spectral+Classiques,0.9219858156028369,0.9338374291115312,0.9104312569111684,5003
Topology,0.5338123415046492,0.46519337016574586,0.6261774913237481,8654
Spectral,0.2169126259077067,0.1705340699815838,0.2979407979407979,8654
Classiques,0.9368795654616969,0.9211786372007367,0.953125,8654
Topology+Spectral,0.5686564016030373,0.49650092081031305,0.6653504442250741,8654
Topology+Classiques,0.9452416918429003,0.921915285451197,0.9697791553661371,8654
Spectral+Classiques,0.9345900094250706,0.9130755064456721,0.9571428571428572,8654
Topology+Spectral+Classiques,0.9450301204819277,0.9244935543278084,0.9664998074701578,8654
Topology,0.5026201868307132,0.4094283593170007,0.6507374631268437,1232
Spectral,0.2579013906447535,0.22717149220489977,0.2982456140350877,1232
Classiques,0.910844250363901,0.929101707498144,0.8932905067808709,1232
Topology+Spectral,0.5475543478260869,0.4487750556792873,0.7020905923344948,1232
Topology+Classiques,0.922992700729927,0.9387527839643652,0.9077530509691314,1232
Spectral+Classiques,0.9266494655363067,0.933184855233853,0.9202049780380673,1232
Topology+Spectral+Classiques,0.9247191011235955,0.9164810690423163,0.9331065759637188,1232
Topology,0.5198928056070913,0.42500842601954836,0.6693205944798302,1771
Spectral,0.22331550802139039,0.17593528816986856,0.30562060889929743,1771
Classiques,0.9217975371821525,0.9713515335355578,0.877054169202678,1771
Topology+Spectral,0.5488829678212749,0.45129760701044824,0.7003138075313807,1771
Topology+Classiques,0.9335989375830013,0.9477586788001349,0.9198560680405626,1771
Spectral+Classiques,0.9339638023805642,0.9652847994607348,0.9046114971572963,1771
Topology+Spectral+Classiques,0.9479114661341321,0.959892146949781,0.9362261669953977,1771
